title,rating,date,description,reviewUrl,isVerified,isReviewInIndia,customerName,productSize
Original,5.0,20 November 2024,"Nice one but, wished if the pack came same as the root touch up pack with a nozzle and cap... just need to squeeze the required amount and close.",https://www.amazon.in/gp/customer-reviews/R3D82JT6TTJUEZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Imaduddin ,
Really natural,5.0,18 November 2024,Nice one and authentic,https://www.amazon.in/gp/customer-reviews/R1MMDCZS1XQYCU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Abhijit Deshmukh,
Good,5.0,18 November 2024,Good color ... Easy to apply on hair .. Nice,https://www.amazon.in/gp/customer-reviews/R371YN8T2ZO7KR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Asha Dhiwa,
Henna is soo good,5.0,18 November 2024,It’s gives so nice colour and stays soo long,https://www.amazon.in/gp/customer-reviews/R271QUWWYOQGGC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Haripriya,
Must buy,5.0,18 November 2024,Really liked the effect of the heena on my hair. It leaves your hair soft and shiny with a tinge of brown shade. Really liked using this. And the quantity is also very good.,https://www.amazon.in/gp/customer-reviews/RI098V5YTOFKW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Riddhi A,
Best henna I ever used,5.0,15 November 2024,My child has grey hair from the age of 10 . I have chooseen it for her.... now her looks healthy and shining...love it ❤️,https://www.amazon.in/gp/customer-reviews/RJUGFL8BHTF1S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,prakiti M,
Exellent,5.0,14 November 2024,Bahut accha product hai ..thanks Amazon,https://www.amazon.in/gp/customer-reviews/R30G1LY1NMHNQ8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Amazon Customer,
"Good coloring, great fragrance!",5.0,14 November 2024,"Saves me the hassle of soaking heena overnight, besides NatHabit heena contains other natural ingredients too, giving it a great fragrance that lasts in the hair foe many days!",https://www.amazon.in/gp/customer-reviews/R20VC839SWFTVZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Chetana Sharath,
My go to henna,5.0,13 November 2024,"I have been using this for year now, I apply it every 2 months for grey hair, so natural and sustainable product, highly recommend to use this.",https://www.amazon.in/gp/customer-reviews/R1RG1Q73JMXTNW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Madhuri,
Good product,5.0,7 November 2024,It was very nice experience to use this product.,https://www.amazon.in/gp/customer-reviews/R9V6AVBZPZVV9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Vinayak,
Nice clr,5.0,5 November 2024,It's good no hair fall issue..it's staying long time Iam happy with product..nice clr hair shine was superb i added curd so it's superb with clr,https://www.amazon.in/gp/customer-reviews/R40HWXXGLNW6Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Indraganti k.,
It's come like a paste,5.0,1 November 2024,Very well,https://www.amazon.in/gp/customer-reviews/R2XH17S7LPE3RK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Sam,
Amazing products,5.0,1 November 2024,"I appreciate the team, all their efforts in maintaining the quality of the products",https://www.amazon.in/gp/customer-reviews/R3HREFH385MTLW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Saritha,
Great results,5.0,31 October 2024,Dyes fade much faster than this henna. Softened my hair and the color stayed.Did seem to have some chemicals though because it stayed on my hands. Kindly clarify if possible. Thank you!,https://www.amazon.in/gp/customer-reviews/R374OUKOE10NYE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Shrinee Mishra,
Amazing,5.0,28 October 2024,It gives darm brown color. Please wear gloves otherwise your hands also turn red. Smells beautiful like mehendi.,https://www.amazon.in/gp/customer-reviews/R32KCU8ZBB0EMX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True, Deepika,
Nat habit  Henna Paste,5.0,28 October 2024,Its good for hair strengthening and shine,https://www.amazon.in/gp/customer-reviews/R1F23BT7S00PWG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,sunil,
Good Product,5.0,28 October 2024,I am using this since 4 months. It reduced my hairfall and conditioned my hair. Buy combo to get it at affordable price.,https://www.amazon.in/gp/customer-reviews/R92C7LAL3HMU9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Rajesh,
Nat habit review,5.0,27 October 2024,Thank you nat habit for such an amazing product.the mehndi was amazing with no chemical added.my hair feels great...💐💐💐......,https://www.amazon.in/gp/customer-reviews/RG5T7CSPK8BMN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Shirin Akhtar ,
Nice,5.0,24 October 2024,"Very good product, problem is after applying henna it becomes more watery",https://www.amazon.in/gp/customer-reviews/R2150MO759TBXV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Aparna,
Best one,5.0,24 October 2024,Good to apply and color also,https://www.amazon.in/gp/customer-reviews/R2Y28J37TD1IN0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Meena,
kirangeorg13@gmail.com,5.0,23 October 2024,"Hair, good color",https://www.amazon.in/gp/customer-reviews/RF510KUPQEWJT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Nisha George,
Quality the best,5.0,22 October 2024,"Ever since I started using Nat habit mehandi mix I'm very much satisfied with the rich color and feel good with my hair, color lasts long. THANKS",https://www.amazon.in/gp/customer-reviews/R2FXFFB490UC28/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Vinutha,
Henna,5.0,21 October 2024,The producet is excellent,https://www.amazon.in/gp/customer-reviews/R2SQQOLLFGLD7F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,aarabhi,
"Ready to Apply, no time lagging",5.0,21 October 2024,"Whenever you want to apply, take sufficient amount in a bowl, apply it over your hair and beard, leave it for 3 hours, and work is done ✅",https://www.amazon.in/gp/customer-reviews/R9RO4Z9V7YJYZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Sushant K Verma,
Easy to use,5.0,18 October 2024,Give nice golden brown colour and smell is also good.,https://www.amazon.in/gp/customer-reviews/R315P8VD1IMAS5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Neelam Tyagi,
Good,5.0,17 October 2024,Nice product,https://www.amazon.in/gp/customer-reviews/R16AS4AWPLVF8N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,"Product is having a big flaws it is having only a very small wall fitting clamp which cannot hold this , and this product is non returnable. I have purchased this seeing good feedbacks but i do not meet the same",
Trusted Product.,5.0,16 October 2024,Trusted and qualited Product.,https://www.amazon.in/gp/customer-reviews/RMF711SAK0WY6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Anand Babu,
Brilliant,5.0,16 October 2024,It’s my natural hair colour for all my grays & otherwise. Beautiful brown colour payoff unlike normal henna that one would use. Does no harm to hair. Nathabit does everything right.,https://www.amazon.in/gp/customer-reviews/R1S73J206FNW6M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Anshu,
One of the best ready to use heena,5.0,15 October 2024,Everything was just perfect.QuantityQualityTextureSmellEase of use.,https://www.amazon.in/gp/customer-reviews/R284I4IV4DHRGU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Svadhi,
Really good,5.0,14 October 2024,It's ready to use. And quality is good. The small pack is enough for short hair.,https://www.amazon.in/gp/customer-reviews/R1GXUSRACZJMES/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Placeholder,
Colour,5.0,13 October 2024,Excellent,https://www.amazon.in/gp/customer-reviews/R33BQBDOVWAWPP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,LK,
Good,5.0,13 October 2024,It's easy to use. And result awesome.i love it.,https://www.amazon.in/gp/customer-reviews/R1K396NP8JRDXS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Sharda,
Must Use,5.0,11 October 2024,"This henna paste is just amazing, ready to Use, hassle free. It smells nice. Generally after applying henna, it dry your hair even though work as a conditioner, but after using this product hair were smooth, no dryness. Expiry date of the pack is also good (45 days). Must try..",https://www.amazon.in/gp/customer-reviews/R1GTU8SE9TGWE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Amazon Customer,
Nat habit henna paste,5.0,10 October 2024,"Henna paste is just awesome,  it acts as a nice conditioner also, my hair feels so good and fresh, but I used twice, but both the time my hair color  didn't  change,  only the grey hair turned brown  golden,",https://www.amazon.in/gp/customer-reviews/RFWN0U9CILPYY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Shankar,
Good for hair conditioning,5.0,10 October 2024,"Bought thisfor the first time as wanted to move away from chemical colours..This sure is a lengthy process.. This is how my grey hair turned out..first photo is on the day of wash..next 2 are from the next day..but not to worry..This is the process I followed to turn my hair black:1. Mixed a little dahi to the henna paste..Applied Henna, kept my hair covered with shower cap and washed the henna off with plain water after 3 hours.2. Kept the hair oiled for about 1.5 days3. Then shampooed hair without conditioner and let it dry4. Applied indigo powder (Carmel Organics) the same day..Apply immediately after mixing with warm water..5. Left the indigo powder for 3 hours on hair..after washing it off with plain water, the result is photo number 4.To check if Henna gives a deep brown colour, what I will do differently the next time is that I will mix coffee decoction to henna paste and will not cover my hair after application..If this still gives a golden colour as above, I always have the indigo powder to fall back on..",https://www.amazon.in/gp/customer-reviews/R7PYGAT922T6T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Neeta,
Nice,5.0,10 October 2024,Must try,https://www.amazon.in/gp/customer-reviews/R3Z0G1E602B2V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Pratik Jagtap,
Best product in market,5.0,7 October 2024,I have his mehendi 9- 10 times for my hair it's fabulous and also orders more each and every month to cover my hair from white to brown.,https://www.amazon.in/gp/customer-reviews/R2GJ7L60OQ5IP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Mahima p.,
Truly Amazing!,5.0,7 October 2024,"It is safe haven for all those who are tired of applying colour,touch up after every 20 days, sustainability issues of other products and so on…It’s truly amazing and can give a new natural colour that will surely suit you!",https://www.amazon.in/gp/customer-reviews/R3U1O4Q2HQQZX3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Amazon Customer,
Awesome product,5.0,6 October 2024,"Awesome product, very good experience, I've been using varieties of henna since long but this is one of the best. Very good colour and texture of hairs",https://www.amazon.in/gp/customer-reviews/RI1CIX3U8M8GJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Tanmay s.,
Good quality product,5.0,5 October 2024,Mehndi is of good quality. It does not seem to be adulterated. Its fragrance is also good. The extent of its benefits will be known only after using it for a few months.,https://www.amazon.in/gp/customer-reviews/R1RTD7RRY280I4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Prashant Kumar,
Safe to use & Perfect Colour,5.0,5 October 2024,"I am using this product from a long time now, it is very good and gives a proper descent colour to our hair. It has all the ingredients that makes our hair shiny and keeps healthy. And I don't had any sideffects till now.",https://www.amazon.in/gp/customer-reviews/R37WRIE6SQOTHR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Shubham,
Best products,5.0,5 October 2024,Using from long time products of nat habit are superb,https://www.amazon.in/gp/customer-reviews/R2P11HIAMS2ZCG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Amazon Customer,
Like the shine and color,5.0,3 October 2024,It's really good. I like the color it gives and it stays on my hair for quite some time.,https://www.amazon.in/gp/customer-reviews/R2IFUH76975SDL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Amazon Customer,
It’s a good one,5.0,3 October 2024,Will buy it again,https://www.amazon.in/gp/customer-reviews/R3CCDLIC5MM2WZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Good one,
Amazing product,5.0,2 October 2024,Amazing product. Readily available heena with good quality and good results.i tried it for the first time and I'm very much happy with it.,https://www.amazon.in/gp/customer-reviews/R3D9W0NDKGDSZA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Sareen,
Genuine product. Loved it,5.0,2 October 2024,"This is the first time I used nathabit henna. It made my hair very soft, not dry like other mehendi. Grey hair turns into dark brown. Shud see how long it lasts. The only con is product is too liquidated. But the results are amazing. Will go for it again",https://www.amazon.in/gp/customer-reviews/RGM9JXWVQEI8Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Not at all good. Doesn’t heat up at all. Pls don’t buy this. ,
Amazing product,5.0,2 October 2024,It is really work on my hair... Go for it,https://www.amazon.in/gp/customer-reviews/R11IGYKXCMHA9I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Madhura,
Cost effective natural remedy is always the best.,5.0,1 October 2024,"It's a natural hair treatment. I bought it for my wife, and she uses it regularly. She found it very effective in improving the hair texture. It's worth the price.",https://www.amazon.in/gp/customer-reviews/R8XXS72C1MD9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Dr.Devi Prasan,
Easy and good,5.0,30 September 2024,Amazing product. I have been buying for my grandma for quite a while and it has become so much more convenient to apply henna.,https://www.amazon.in/gp/customer-reviews/R138C9HXOUD939/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Yashica,
Best Ever Heena For Natural Hair Colour,5.0,30 September 2024,Use so many ayurvedic products for hair colour.But at last Nat habits mehndi is best and natural.,https://www.amazon.in/gp/customer-reviews/R1ET9WVVMBW5G2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Vikas chopra,
Right consistency,5.0,29 September 2024,Lovely brown colour.,https://www.amazon.in/gp/customer-reviews/RCC4G6ETP3UDQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Jaya Varma ,
Color and quality,5.0,29 September 2024,The product is made of natural ingredients which makes it safe to use.Good color after appicaion .,https://www.amazon.in/gp/customer-reviews/R22HBKBT7Q8B3S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Niyati t.,
Henna,5.0,28 September 2024,Good product !! I think we will continue our shopping from this brand.,https://www.amazon.in/gp/customer-reviews/REVECKW56DKG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Rajat,
Nature with ease,5.0,28 September 2024,"Wonderful product, easy to use and gives strength and growth, excellent shining and conditioning to hair",https://www.amazon.in/gp/customer-reviews/RFG8ZSIEAFYQ4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Siya,
Awesome product,5.0,28 September 2024,Best herbal mehandi for your hair,https://www.amazon.in/gp/customer-reviews/RRS4MKL4UV4RY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Shriti B S,
Best mehndi,5.0,27 September 2024,This ready to apply mehndi is really great.. This is my all time purchase thing now.. It's natural.. colour is quite good and it is not making my hair frizzy at all.,https://www.amazon.in/gp/customer-reviews/R2OKZ6FHX3XTYQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Vidhi,
Best product for hair colour,5.0,27 September 2024,I like most .. because it give my hair beautiful colour with out demaging like chemical color..,https://www.amazon.in/gp/customer-reviews/R11CL9Y90FMDZV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Amazing product..I ordered it third time ..and it give beautiful results..hair look beautiful ..I use this product during pregnancy and lactation it is safe organic product..,
Amazing,5.0,27 September 2024,Amazing,https://www.amazon.in/gp/customer-reviews/RD6QVZNHE3G9P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,mayur mistry,
Worth buying,5.0,27 September 2024,Good product. Using it since last few months.,https://www.amazon.in/gp/customer-reviews/RYQN1IQSRIOC5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Ragi Roshan,
It gives nice natural colour and shine to ur hair,5.0,26 September 2024,"This is the best mehendi I have ever used, it has all the needed ingredients to nourish ur hair, it's ready to use just to apply on ur hair that surely saves ur time. It gives a nice colour shade to ur hair, feels smooth and shiny which also lasts for such a long time. It's really a nice product by Nat Habit.",https://www.amazon.in/gp/customer-reviews/R2WXRI3V9R70BT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Prasad Adarkar,
About Nat Habit,5.0,26 September 2024,"I liked this product....it's good for hair.It not only acts as a henna but also promotes hair growth,it make my hair thicker and shiner.",https://www.amazon.in/gp/customer-reviews/R1AUUHQEYIGRZJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Silaja,
Really effective and the colour is very nice,5.0,26 September 2024,It’s been 1 month I have applied Nat habit mehandi. It kept my hairs so smooth. The colour is really nice.,https://www.amazon.in/gp/customer-reviews/RM9NVI2USWUOU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Amanpreet K.,
Happy with the product,5.0,26 September 2024,Easy to apply and the color comes out amazing,https://www.amazon.in/gp/customer-reviews/RITJPT0BMKQ2H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,SB,
Best product,5.0,26 September 2024,Best quality heena. I am using this from last 6 months ..it gives shine and natural colour to my Greys.. just loved this .,https://www.amazon.in/gp/customer-reviews/R32X5ZLSC7ORO3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Customer,
I liked it,5.0,25 September 2024,I really like this product and best part is there is no side effect.,https://www.amazon.in/gp/customer-reviews/RVUI05A1M6LG5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Sumit,
Best henna I have ever used!,5.0,25 September 2024,It is easy to use. No need to soak it overnight like other henna.Also it makes the hair so silky and soft! Just loved it!,https://www.amazon.in/gp/customer-reviews/R12VLYDQBGBF5Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CK4R4Z54,True,True,Shruti Keshri ,
